"1","Temporal Variability and Stability of the Fecal Microbiome: The Multiethnic Cohort Study","Background: Measurement reliability and biological stability need to be considered when developing sampling protocols for population-based fecal microbiome studies. \ Methods: Stool samples were collected biannually over a 2-year period and sequenced for the V1–V3 region of the 16S rRNA gene in 50 participants from the Multiethnic Cohort Study. We evaluated the temporal stability of the fecal microbiome on a community level with permutational multivariate analysis of variance (PERMANOVA), as well as on taxa and diversity measures with intraclass correlation coefficients. \ Results: Interindividual differences were the predominant source of fecal microbiome variation, and variation within individual was driven more by changing abundances than by the complete loss or introduction of taxa. Phyla and diversity measures were reliable over the 2 years. Most genera were stable over time, although those with low abundances tended to be more dynamic. Reliability was lower among participants who used antibiotics, with the greatest difference seen in samples taken within 1 month of reported use. \ Conclusions: The fecal microbiome as a whole is stable over a 2-year period, although certain taxa may exhibit more temporal variability. \ Impact: When designing large epidemiologic studies, a single sample is sufficient to capture the majority of the variation in the fecal microbiome from 16S rRNA gene sequencing, while multiple samples may be needed for rare or less-abundant taxa."
"1","Is adolescence the missing developmental link in Microbiome-Gut-Brain axis communication?","Gut microbial research has recently opened new frontiers in neuroscience and potentiated novel therapies for mental health problems (Mayer, et al., 2014). Much of our understanding of the gut microbiome's role in brain function and behavior, however, has been largely derived from research on nonhuman animals. Even less is known about how the development of the gut microbiome influences critical periods of neural and behavioral development, particularly adolescence. In this review, we first discuss why the gut microbiome has become increasingly relevant to developmental cognitive neuroscience and provide a synopsis of the known connections of the gut microbiome with social-affective brain function and behavior, specifically highlighting human developmental work when possible. We then focus on adolescence, a key period of neurobiological and social-affective development. Specifically, we review the links between the gut microbiome and six overarching domains of change during adolescence: (a) social processes, (b) motivation and behavior, (c) neural development, (d) cognition, (e) neuroendocrine function, and (f) physical health and wellness. Using a developmental science perspective, we summarize key changes across these six domains to underscore the promise for the gut microbiome to bidirectionally influence and transform adolescent development."
"2","Is adolescence the missing developmental link in Microbiome-Gut-Brain axis communication?","Gut microbial research has recently opened new frontiers in neuroscience and potentiated novel therapies for mental health problems (Mayer, et al., 2014). Much of our understanding of the gut microbiome's role in brain function and behavior, however, has been largely derived from research on nonhuman animals. Even less is known about how the development of the gut microbiome influences critical periods of neural and behavioral development, particularly adolescence. In this review, we first discuss why the gut microbiome has become increasingly relevant to developmental cognitive neuroscience and provide a synopsis of the known connections of the gut microbiome with social-affective brain function and behavior, specifically highlighting human developmental work when possible. We then focus on adolescence, a key period of neurobiological and social-affective development. Specifically, we review the links between the gut microbiome and six overarching domains of change during adolescence: (a) social processes, (b) motivation and behavior, (c) neural development, (d) cognition, (e) neuroendocrine function, and (f) physical health and wellness. Using a developmental science perspective, we summarize key changes across these six domains to underscore the promise for the gut microbiome to bidirectionally influence and transform adolescent development."
"1","The Human Microbiome: Our Second Genome","The human genome has been referred to as the blueprint of human biology. In this review we consider an essential but largely ignored overlay to that blueprint, the human microbiome, which is composed of those microbes that live in and on our bodies. The human microbiome is a source of genetic diversity, a modifier of disease, an essential component of immunity, and a functional entity that influences metabolism and modulates drug interactions. Characterization and analysis of the human microbiome have been greatly catalyzed by advances in genomic technologies. We discuss how these technologies have shaped this emerging field of study and advanced our understanding of the human microbiome. We also identify future challenges, many of which are common to human genetic studies, and predict that in the future, analyzing genetic variation and risk of human disease will sometimes necessitate the integration of human and microbial genomic data sets."
"1","Infant Gut Microbiome Associated With Cognitive Development","Background \ Studies in rodents provide compelling evidence that microorganisms inhabiting the gut influence neurodevelopment. In particular, experimental manipulations that alter intestinal microbiota impact exploratory and communicative behaviors and cognitive performance. In humans, the first years of life are a dynamic time in gut colonization and brain development, but little is known about the relationship between these two processes. \ Methods \ We tested whether microbial composition at 1 year of age is associated with cognitive outcomes using the Mullen Scales of Early Learning and with global and regional brain volumes using structural magnetic resonance imaging at 1 and 2 years of age. Fecal samples were collected from 89 typically developing 1-year-olds. 16S ribosomal RNA amplicon sequencing was used for identification and relative quantification of bacterial taxa. \ Results \ Cluster analysis identified 3 groups of infants defined by their bacterial composition. Mullen scores at 2 years of age differed significantly between clusters. In addition, higher alpha diversity was associated with lower scores on the overall composite score, visual reception scale, and expressive language scale at 2 years of age. Exploratory analyses of neuroimaging data suggest the gut microbiome has minimal effects on regional brain volumes at 1 and 2 years of age. \ Conclusions \ This is the first study to demonstrate associations between the gut microbiota and cognition in human infants. As such, it represents an essential first step in translating animal data into the clinic."
"2","Infant Gut Microbiome Associated With Cognitive Development","Background \ Studies in rodents provide compelling evidence that microorganisms inhabiting the gut influence neurodevelopment. In particular, experimental manipulations that alter intestinal microbiota impact exploratory and communicative behaviors and cognitive performance. In humans, the first years of life are a dynamic time in gut colonization and brain development, but little is known about the relationship between these two processes. \ Methods \ We tested whether microbial composition at 1 year of age is associated with cognitive outcomes using the Mullen Scales of Early Learning and with global and regional brain volumes using structural magnetic resonance imaging at 1 and 2 years of age. Fecal samples were collected from 89 typically developing 1-year-olds. 16S ribosomal RNA amplicon sequencing was used for identification and relative quantification of bacterial taxa. \ Results \ Cluster analysis identified 3 groups of infants defined by their bacterial composition. Mullen scores at 2 years of age differed significantly between clusters. In addition, higher alpha diversity was associated with lower scores on the overall composite score, visual reception scale, and expressive language scale at 2 years of age. Exploratory analyses of neuroimaging data suggest the gut microbiome has minimal effects on regional brain volumes at 1 and 2 years of age. \ Conclusions \ This is the first study to demonstrate associations between the gut microbiota and cognition in human infants. As such, it represents an essential first step in translating animal data into the clinic."
"1","Microwave detection and quantification of water hidden in and on building materials: implications for healthy buildings and microbiome studies","Background: Excess water in all its forms (moisture, dampness, hidden water) in buildings negatively impacts occupant health but is hard to reliably detect and quantify. Recent advances in through-wall imaging recommend microwaves as a tool with a high potential to noninvasively detect and quantify water throughout buildings.; Methods: Microwaves in both transmission and reflection (radar) modes were used to perform a simple demonstration of the detection of water both on and hidden within building materials.; Results: We used both transmission and reflection modes to detect as little as 1 mL of water between two 7 cm thicknesses of concrete. The reflection mode was also used to detect 1 mL of water on a metal surface. We observed oscillations in transmitted and reflected microwave amplitude as a function of microwave wavelength and water layer thickness, which we attribute to thin-film interference effects.; Conclusions: Improving the detection of water in buildings could help design, maintenance, and remediation become more efficient and effective and perhaps increase the value of microbiome sequence data. Microwave characterization of all forms of water throughout buildings is possible; its practical development would require new collaborations among microwave physicists or engineers, architects, building engineers, remediation practitioners, epidemiologists, and microbiologists.;"
"3","Microwave detection and quantification of water hidden in and on building materials: implications for healthy buildings and microbiome studies","Background: Excess water in all its forms (moisture, dampness, hidden water) in buildings negatively impacts occupant health but is hard to reliably detect and quantify. Recent advances in through-wall imaging recommend microwaves as a tool with a high potential to noninvasively detect and quantify water throughout buildings.; Methods: Microwaves in both transmission and reflection (radar) modes were used to perform a simple demonstration of the detection of water both on and hidden within building materials.; Results: We used both transmission and reflection modes to detect as little as 1 mL of water between two 7 cm thicknesses of concrete. The reflection mode was also used to detect 1 mL of water on a metal surface. We observed oscillations in transmitted and reflected microwave amplitude as a function of microwave wavelength and water layer thickness, which we attribute to thin-film interference effects.; Conclusions: Improving the detection of water in buildings could help design, maintenance, and remediation become more efficient and effective and perhaps increase the value of microbiome sequence data. Microwave characterization of all forms of water throughout buildings is possible; its practical development would require new collaborations among microwave physicists or engineers, architects, building engineers, remediation practitioners, epidemiologists, and microbiologists.;"
"1","Elsevier Enhanced Reader | Gut microbiome and type 2 diabetes: where we are and where to go?",""
"1","(PDF) The Microbiome-Host Interaction as a Potential Driver of Anastomotic Leak","PDF | Purpose of Review The goal of this paper is to review current literature on the gut microbiome within the context of host response to surgery and subsequent risk of developing complications, particularly anastomotic leak. We provide background on the relationship between host..."
"1","The gut microbiome in anorexia nervosa: relevance for nutritional rehabilitation","Rapidly accumulating evidence supports the important role of gut microbiome in the regulation of mood, behaviour, appetite, gastrointestinal symptomology, and nutrient metabolism. These are all core features frequently altered in individuals with anorexia nervosa (AN). Current treatment recommendations for AN support the use of high-calorie diets as an essential part of nutritional rehabilitation, commonly achieved by elevating the fat content of the diet. However, in contrast to this approach, there is accumulating evidence suggesting the importance of balanced, high-fibre diets on the gut microbiome. Studies have demonstrated profound differences in the microbial composition of underweight people with AN and those of normal- or overweight individuals. Specific alterations vary widely between studies. It is thus far unclear to what extent the observed differences are brought on by iatrogenic effects of nutritional rehabilitation or the disorder itself. To date, only two studies have investigated the changes in the intestinal microbiota during nutritional rehabilitation and corresponding weight restoration. These studies suggest that the gut microbiome of AN patients was different to healthy controls both prior and following nutritional rehabilitation, though it is noted that these states were associated with lower and higher nutritional intakes, respectively. There is a clear need for further investigation regarding the effects of nutritional rehabilitation on the gut microbiome. Such research would provide insights into the potential role of gut microbiome in modulating the pathophysiology of AN and inform future treatment strategies."
"1","The Virtual Metabolic Human database: integrating human and gut microbiome metabolism with nutrition and disease","Abstract.  A multitude of factors contribute to complex diseases and can be measured with ‘omics’ methods. Databases facilitate data interpretation for underlyi"
"1","Editorial overview: It's the ecology, stupid: microbiome research in the post-stamp collecting age",""
"1","Man and the Microbiome: A New Theory of Everything?","The gut microbiome is implicated in the pathophysiology of a wide range of psychological disorders. Preclinical studies have provided us with key insights into the mechanisms by which the microbiome influences bidirectional gut–brain communication. There are many signaling pathways involved, including the hypothalamic–pituitary–adrenal axis, immune modulation, tryptophan and serotonin metabolism, bile acid transformation, microbial production of neuroactive compounds, and regulation of the endocannabinoid system. The complex and widespread influence of the microbiome on many physiological and psychological processes has generated a keen interest in its therapeutic potential for depression, anxiety, autism, and other psychiatric disorders. It has been shown that the microbiome composition of people suffering with such conditions differs significantly from that of healthy controls, and although the area is in its infancy, interventional studies that alter a person's microbiome through the use of probiotics, prebiotics, or dietary change can alleviate psychopathological symptoms. Expected final online publication date for the Annual Review of Clinical Psychology Volume 15 is May 7, 2019. Please see http://www.annualreviews.org/page/journal/pubdates for revised estimates."
"2","Man and the Microbiome: A New Theory of Everything?","The gut microbiome is implicated in the pathophysiology of a wide range of psychological disorders. Preclinical studies have provided us with key insights into the mechanisms by which the microbiome influences bidirectional gut–brain communication. There are many signaling pathways involved, including the hypothalamic–pituitary–adrenal axis, immune modulation, tryptophan and serotonin metabolism, bile acid transformation, microbial production of neuroactive compounds, and regulation of the endocannabinoid system. The complex and widespread influence of the microbiome on many physiological and psychological processes has generated a keen interest in its therapeutic potential for depression, anxiety, autism, and other psychiatric disorders. It has been shown that the microbiome composition of people suffering with such conditions differs significantly from that of healthy controls, and although the area is in its infancy, interventional studies that alter a person's microbiome through the use of probiotics, prebiotics, or dietary change can alleviate psychopathological symptoms. Expected final online publication date for the Annual Review of Clinical Psychology Volume 15 is May 7, 2019. Please see http://www.annualreviews.org/page/journal/pubdates for revised estimates."
"1","Association of prevalent vaginal microbiome of mother with occurrence of type I diabetes in child","Type I diabetes (T1D) is a rapidly increasing autoimmune disease especially in the Western countries and poses a serious global health problem. Incidence of T1D cannot be fully explained by genetic background, and environmental factors have been assumed to play a role. Environmental conditions and composition of human microbiome have been found to correlate with the incidence of T1D. We asked whether mothers’ prevalent vaginal microbiome could correlate with the incidence of T1D in child. To test this hypothesis, we collected samples of vaginal microbiomes from eight mothers that had at least one child with T1D (child age maximum of 11 years at the time of sampling), born with a vaginal delivery. Eight control mothers had child/children with vaginal delivery and no diabetic child/children. The microbiomes were studied by using 16S rRNA Ion Torrent high throughput sequencing. We found that composition of total and Lactobacillus microbiome was altered, and saw an indication that diversity of vaginal microbiomes of the mothers with a diabetic child could be higher. Based on these pilot observations, we strongly encourage a larger population study to verify whether mother vaginal microbiome diversity and composition are linked to the prevalence of T1D in children."
"1","Joint effects of pregnancy, sociocultural, and environmental factors on ear...: EBSCOhost","The joint impact of pregnancy, environmental, and sociocultural exposures on early life gut microbiome is not yet well-characterized, especially in racially and socioeconomically diverse populations. Gut microbiota of 298 children from a Detroit-based birth cohort were profiled using 16S rRNA sequencing: 130 neonates (median age = 1.2 months) and 168 infants (median age = 6.6 months). Multiple factors were associated with neonatal gut microbiome composition in both single- and multi-factor models, with independent contributions of maternal race-ethnicity, breastfeeding, mode of delivery, marital status, exposure to environmental tobacco smoke, and indoor pets. These findings were consistent in the infants, and networks demonstrating the shared impact of factors on gut microbial composition also showed notable topological similarity between neonates and infants. Further, latent groups defined by these factors explained additional variation, highlighting the importance of combinatorial effects. Our findings also have implications for studies investigating the impact of the early life gut microbiota on disease."
"3","Joint effects of pregnancy, sociocultural, and environmental factors on ear...: EBSCOhost","The joint impact of pregnancy, environmental, and sociocultural exposures on early life gut microbiome is not yet well-characterized, especially in racially and socioeconomically diverse populations. Gut microbiota of 298 children from a Detroit-based birth cohort were profiled using 16S rRNA sequencing: 130 neonates (median age = 1.2 months) and 168 infants (median age = 6.6 months). Multiple factors were associated with neonatal gut microbiome composition in both single- and multi-factor models, with independent contributions of maternal race-ethnicity, breastfeeding, mode of delivery, marital status, exposure to environmental tobacco smoke, and indoor pets. These findings were consistent in the infants, and networks demonstrating the shared impact of factors on gut microbial composition also showed notable topological similarity between neonates and infants. Further, latent groups defined by these factors explained additional variation, highlighting the importance of combinatorial effects. Our findings also have implications for studies investigating the impact of the early life gut microbiota on disease."
"1","Childhood asthma hospitalization risk after cesarean delivery in former term and premature infants","Background \ Cesarean delivery modifies infant gut bacterial flora composition, which may result in hindered tolerance to allergenic substances, thereby increasing the risk of asthma in accordance with the hygiene hypothesis. Results of previous studies regarding an association between birth route and asthma are conflicting, and these studies have not evaluated some potential confounding effects, including prematurity and maternal asthma. \ Objective \ To determine whether cesarean delivery in full-term and premature infants increases the risk of subsequent childhood asthma hospitalization. \ Methods \ We conducted a case-control study using the Washington State Birth Events Record Database linked to statewide hospitalization data. The study included 2,028 children hospitalized for asthma (cases) and 8,292 age-matched controls. \ Results \ Cesarean delivery was modestly associated with an increased risk of asthma hospitalization (odds ratio [OR], 1.20; 95% confidence interval [CI], 1.04-1.39). However, when analyzed separately, there was an association between cesarean delivery and asthma hospitalization in premature infants (OR, 1.90; 95% CI, 1.09-3.02) but not in full-term infants (OR, 1.15; 95% CI, 0.97-1.34). \ Conclusions \ Cesarean delivery was associated with subsequent asthma hospitalization only in premature infants. Because mothers with asthma are reported to have increased rates of cesarean delivery and premature delivery, other factors in addition to the hygiene hypothesis, including genetic and in utero influences associated with maternal asthma, may contribute to the increased risk of asthma in premature infants."
"1","Analysis of the Pulmonary Microbiome Composition of Legionella pneumophila-Infected Patients","The analysis of the lung microbiome composition is a field of research that recently emerged. It gained great interest in pulmonary diseases such as pneumonia since the microbiome seems to be involved in host immune responses, inflammation, and protection against pathogens. Thus, it is possible that the microbial communities living in the lungs play a role in the outcome and severity of lung infections such as Legionella-caused pneumonia and in the response to antibiotic therapy. In this chapter, all steps necessary for the characterization of the bacterial and fungal fraction of the lung microbiome using high-throughput sequencing approaches are explained, starting from the selection of clinical samples to the analysis of the taxonomic composition, diversity, and ecology of the microbiome."
"3","Mode of birth and social inequalities in health: The effect of maternal education and access to hospital care on cesarean delivery","Access to health care is an important factor in explaining health inequalities. This study focuses on the issue of access to health care as a driving force behind the social discrepancies in cesarean delivery using data from 707 newborn children in the 2006–2011 birth cohorts of the German Socio-Economic Panel Study (SOEP). Data on individual birth outcomes are linked to hospital data using extracts of the quality assessment reports of nearly all German hospitals. Geographic Information Systems (GIS) are used to assess hospital service clusters within a 20-km radius buffer around mother׳s homes. Logistic regression models adjusting for maternal characteristics indicate that the likelihood to deliver by a cesarean section increases for the least educated women when they face constraints with regard to access to hospital care. No differences between the education groups are observed when access to obstetric care is high, thus a high access to hospital care seems to balance out health inequalities that are related to differences in education. The results emphasize the importance of focusing on unequal access to hospital care in explaining differences in birth outcomes."
"1","Metabolomics and Microbiomes as Potential Tools to Evaluate the Effects of the Mediterranean Diet","The approach to studying diet–health relationships has progressively shifted from individual dietary components to overall dietary patterns that affect the interaction and balance of low-molecular-weight metabolites (metabolome) and host-enteric microbial ecology (microbiome). Even though the Mediterranean diet (MedDiet) has been recognized as a powerful strategy to improve health, the accurate assessment of exposure to the MedDiet has been a major challenge in epidemiological and clinical studies. Interestingly, while the effects of individual dietary components on the metabolome have been described, studies investigating metabolomic profiles in response to overall dietary patterns (including the MedDiet), although limited, have been gaining attention. Similarly, the beneficial effects of the MedDiet on cardiometabolic outcomes may be mediated through gut microbial changes. Accumulating evidence linking food ingestion and enteric microbiome alterations merits the evaluation of the microbiome-mediated effects of the MedDiet on metabolic pathways implicated in disease. In this narrative review, we aimed to summarize the current evidence from observational and clinical trials involving the MedDiet by (1) assessing changes in the metabolome and microbiome for the measurement of diet pattern adherence and (2) assessing health outcomes related to the MedDiet through alterations to human metabolomics and/or the microbiome."
"1","Moderate Renal Impairment and Toxic Metabolites Produced by the Intestinal Microbiome: Dietary Implications","Objective \ Toxic metabolites produced by the intestinal microbiome from animal proteins, carnitine (mainly from red meat), or phosphatidylcholine (mainly from egg yolk), have important adverse effects on cardiovascular disease. These are renally eliminated and may be termed gut-derived uremic toxins (GDUT). We hypothesized that even moderate renal impairment and intake of nutrient precursors would raise plasma levels of GDUT. \ Design \ A cohort study. \ Setting \ Academic medical center. \ Subjects \ Patients attending stroke prevention clinics at a university medical center were recruited. \ Main Outcome Measure \ Nutrient intake was assessed by the 131-item Harvard Food Frequency Questionnaire; estimated glomerular filtration rate (eGFR) was caculated using the Chronic Kidney Disease-Epidemiology (EPI) equations. Plasma levels of trimethylamine n-oxide, p-cresyl sulfate, hippuric acid, p-cresyl glucuronide, pheny acetyl glutamine, and phenyl sulfate were measured by ultra-performance liquid chromatography coupled to quadrupole time-of-flight mass spectrometry. \ Results \ Among 316 patients recruited, the mean (standard deviation [SD]) age was 66.74 (10.42) years; 59.7% were men. Mean eGFR was 76.03 ± 20.01; 57 (18%) had eGFR<60 mL/min/1.73 m2. Plasma levels of all GDUT were significantly higher even with moderate reduction of eGFR. Nutrient intake affected plasma levels of some GDUT; the effects differed by eGFR above and below 60 mL/min/1.73 m2. Plasma levels were obtained fasting, so we probably underestimated the effect of nutrient intake. \ Conclusions \ Even moderate impairment of renal function was associated with higher plasma levels of GDUT. This has dietary implications for patients at risk of atherosclerosis, particularly in those with impaired renal function (including the elderly): they should limit intake of animal protein, red meat, and egg yolk. It also points the way to novel approaches to vascular prevention, including more intensive dialysis, renal transplantation, and modification of the intestinal microbiome with probiotics or fecal transplantation."
