2,The contribution of the gut microbiome to neurodevelopment and neuropsychiatric disorders,"Bidirectional communication between the gut and brain is well recognized, with data now accruing for a specific role of the gut microbiota in that link, referred to as the microbiome-gut-brain axis. This review will discuss the emerging role of the gut microbiota in brain development and behavior. Animal studies have clearly demonstrated effects of the gut microbiota on gene expression and neurochemical metabolism impacting behavior and performance. Based on these changes, a modulating role of the gut microbiota has been demonstrated for a variety of neuropsychiatric disorders, including depression, anxiety, and movement including Parkinson's, and importantly for the pediatric population autism. Critical developmental windows that influence early behavioral outcomes have been identified that include both the prenatal environment and early postnatal colonization periods. The clearest data regarding the role of the gut microbiota on neurodevelopment and psychiatric disorders is from animal studies; however, human data have begun to emerge, including an association between early colonization patterns and cognition. The importance of understanding the contribution of the gut microbiota to the development and functioning of the nervous system lies in the potential to intervene using novel microbial-based approaches to treating neurologic conditions. While pathways of communication between the gut and brain are well established, the gut microbiome is a new component of this axis. The way in which organisms that live in the gut influence the central nervous system (CNS) and host behavior is likely to be multifactorial in origin. This includes immunologic, endocrine, and metabolic mechanisms, all of which are pathways used for other microbial-host interactions. Germ-free (GF) mice are an important model system for understanding the impact of gut microbes on development and function of the nervous system. Alternative animal model systems have further clarified the role of the gut microbiota, including antibiotic treatment, fecal transplantation, and selective gut colonization with specific microbial organisms. Recently, researchers have started to examine the human host as well. This review will examine the components of the CNS potentially influenced by the gut microbiota, and the mechanisms mediating these effects. Links between gut microbial colonization patterns and host behavior relevant to a pediatric population will be examined, highlighting important developmental windows in utero or early in development."
3,Combating unmeasured confounding in cross-sectional studies: Evaluating instrumental-variable and Heckman selection models.,"Unmeasured confounding is the principal threat to unbiased estimation of treatment “effects” (i.e., regression parameters for binary regressors) in nonexperimental research. It refers to unmeasured characteristics of individuals that lead them both to be in a particular “treatment” category and to register higher or lower values than others on a response variable. In this article, I introduce readers to 2 econometric techniques designed to control the problem, with a particular emphasis on the Heckman selection model (HSM). Both techniques can be used with only cross-sectional data. Using a Monte Carlo experiment, I compare the performance of instrumental-variable regression (IVR) and HSM to that of ordinary least squares (OLS) under conditions with treatment and unmeasured confounding both present and absent. I find HSM generally to outperform IVR with respect to mean-square-error of treatment estimates, as well as power for detecting either a treatment effect or unobserved confounding. However, both HSM and IVR require a large sample to be fully effective. The use of HSM and IVR in tandem with OLS to untangle unobserved confounding bias in cross-sectional data is further demonstrated with an empirical application. Using data from the 2006–2010 General Social Survey (National Opinion Research Center, 2014), I examine the association between being married and subjective well-being. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"
3,From individual to community: The “framing” of 4-16 and the display of social solidarity.,"On April 16, 2007, a lone gunman killed 32 people at Virginia Tech. In this essay, we discuss what we personally experienced on 4-16 and what we did as faculty members of the sociology department in the first few weeks after 4-16. We place these events in the context of framing theory and the social construction of reality. We then offer insights regarding the surge in community spirit we witnessed immediately after the event. We discuss the well-documented relationship between tragedies and social solidarity. Although the surge in solidarity witnessed at Virginia Tech after the shootings often occurs after tragedies, we argue that social solidarity does not automatically follow tragedy. Instead, the tragedy must meet at least four specific conditions that allow individual interpretations of the event to blend with collective interpretations in a manner that produces a synergistic effect. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"
3,How resilient a refugee community could be: The Vietnamese of New Orleans.,"The Vietnamese community in New Orleans has experienced various challenges ranging from poverty to disasters and from refuge trauma experience to children’s education. Nonetheless, the community has remained strong, which has been manifested in its response after Hurricane Katrina and the BP oil spill. This article adopts the historical trauma framework to better understand the resilience of this ethnic community. The Vietnamese community in New Orleans had been studied by scholars in the field of sociology, ethnic studies, geography, health and mental health, to name the major ones. This author selected 42 publications by searching major databases of social sciences and public health (PubMed). Publications were then reviewed and analyzed according to such themes as shared group experience of trauma, intergenerational transmission of trauma, and community capacity and resilience. The Vietnamese refugee community in New Orleans suffers from collective trauma experience of war and repeated disasters. Although second-generation of Vietnamese refugees did show certain behavior and identity challenges during growing up, children’s behavior issues are not manifested or perceived as intergenerational transmission of trauma. Native language, cultural norms and practice, religious belief, collective mindset of self-sufficiency, and strong networks are often cited as unique community resilience characteristics. The Vietnamese community’s resilience is derived from the history of refuge and resettlement. A model that incorporates both community resilience and historical trauma framework is proposed to help better understand the community dynamics and the impact of community resilience on individuals and families. (PsycINFO Database Record (c) 2017 APA, all rights reserved)"
3,Research note on whether sexual minority individuals are over-represented among suicide's casualties.,"Background: Past studies have repeatedly shown higher suicidal thoughts and attempts among sexual minority members, yet have remained opaque on whether these groups are more prone to taking their own lives. Aims: This short report focuses on suicide deaths among sexual minority members. Method: We utilized two large-scale surveys: one, among adults, the updated Cumulative General Social Surveys, and the other, among adolescents, The National Longitudinal Study of Adolescent Health (Add Health), where respondents' data were cross-linked to National Death Index death records. Results: Results confirmed pre-existent findings showing elevated suicide rates among sexual minority females but not among sexual minority males. Limitations: The shortfall of female adolescent suicides in the Add Health sample prevented us from examining the question of female sexual minority suicides within this population. Conclusion: Although ample evidence demonstrates higher suicidal thoughts and attempts among sexual minority males, three studies presently do not confirm their greater propensity to die by suicide, compared with heterosexual males; yet, for sexual minority females the evidence is steadily mounting showing their greater suicide risks. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
1,The human milk microbiome changes over lactation and is shaped by maternal weight and mode of delivery,ABSTRACT.  Background: Breast milk is recognized as the most important postpartum element in metabolic and immunologic programming of health of neonates. The fa
2,What can the gut microbiome teach us about the connections between child physical and mental health? A systematic review,"A deeper understanding of the gut-brain axis is of significance in pediatrics, given the influential role of early childhood experiences and exposures in shaping the microbiome, and health, across the life course. This systematic review synthesized evidence on the connection between the gut microbiome and mental health in children with physical illness. Six electronic databases were systematically searched and data extracted according to the Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) guidelines. Of 1,476 identified articles, 11 articles reporting on nine unique studies (all randomized controlled trials) were included. Most studies examined the gut microbiome in infants with colic, while the remaining studies investigated outcomes in children aged 1 day to 18 years at risk for atopic dermatitis or irritable bowel syndrome. Baseline and postintervention gut microbiome differences varied across studies. Findings on psychological functioning also varied, with only half of the captured studies showing a positive effect of intervention on psychological well-being. Only two studies analyzed the association between the gut microbiome and psychological outcomes, each with a different pattern of results. As the field moves forward, it will be critical to gain a better understanding of the microbiome characteristics that influence mental health outcomes in pediatric populations."
2,From regulation to refinement of emotions: Indigenization of Emotion Regulation Questionnaire in Taiwan.,"As an alternative to standardization, via back translation, of a foreign measure, researchers in Taiwan indigenized, via theory-driven modifications, Emotion Regulation Questionnaire (ERQ; Gross & John, 2003) when they investigated the emotion regulation strategies in parent–child conflicts among Taiwanese teenagers and young adults. In this article, we make item-by-item comparison between two Chinese versions of ERQ—modified (Yeh, Bedford, Wu, Wang, & Yen, 2017) versus standardized (Li & Wu, 2018)—to reveal the conceptual and structural modifications involved in indigenization. We also examine the results of two studies—that used the modified version of ERQ to investigate the emotion regulation strategies of Taiwanese youth in parent–child conflicts—to explore the new capacities an indigenized measure may acquire through modification of the original instrument. Lastly, we discuss potential contributions of indigenization to psychology of emotion, and the advantages of indigenization over standardization of foreign measures. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
2,The influence of orthography on speech production: Evidence from masked priming in word-naming and picture-naming tasks.,"In a masked priming word-naming task, a facilitation due to the initial-segmental sound overlap for 2-character kanji prime–target pairs was affected by certain orthographic properties (Yoshihara, Nakayama, Verdonschot, & Hino, 2017). That is, the facilitation that was due to the initial mora overlap occurred only when the mora was the whole pronunciation of their initial kanji characters (i.e., match pairs; e.g., 化石 /ka-se.ki/–火力 /ka-rjo.ku/). When the shared initial mora was only a part of the kanji characters’ readings, however, there was no facilitation (i.e., mismatch pairs; e.g., 発案 /ha.tu-a.N/–博物 /ha.ku-bu.tu/). In the present study, we used a masked priming picture-naming task to investigate whether the previous results were relevant only when the orthography of targets is visually presented. In Experiment 1, the main findings of our word-naming task were fully replicated in a picture-naming task. In Experiments 2 and 3, the absence of facilitation for the mismatch pairs were confirmed with a new set of stimuli. On the other hand, a significant facilitation was observed for the match pairs that shared the 2 initial morae (in Experiment 4), which was again consistent with the results of our word-naming study. These results suggest that the orthographic properties constrain the phonological expression of masked priming for kanji words across 2 tasks that are likely to differ in how phonology is retrieved. Specifically, we propose that orthography of a word is activated online and constrains the phonological encoding processes in these tasks. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
2,A tale of two crises: The compounded effect of COVID-19 and anti-immigration policy in the United States.,"The COVID-19 pandemic is highlighting some important sources of health disparities that assail our society’s most vulnerable people, particularly undocumented immigrants and asylum seekers. The focus of this commentary is on uncovering those sources of health disparities and making a call for action. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
2,Children adopted by same-sex couples: Identity-related issues from preschool years to late adolescence.,"Little research has investigated the experience of same-sex adoption from children’s perspective. What does it feel like to be adopted by 2 dads or 2 moms? How do the challenges related to being adopted and the challenges related to growing up in a same-sex-parent family overlap in the identity construction of adoptees? This is the 1st European study giving voice to children adopted by same-sex couples focusing on their adoptive and family-related identities at four developmental stages: early childhood, middle childhood, preadolescence, and adolescence. In-depth interviews were conducted with a sample of 44 adoptees (36 males and 8 females; ages 3−18 years) and 62 adoptive parents (16 lesbian women and 46 gay men). Thematic analysis revealed that adoptees deal with unique developmental challenges connected to the intersection of both their adoptive and familial minority statuses. They often reported being confronted with heteronormative assumptions of family, which led them to question themselves regarding the way their family is perceived by others, to idealize the heteronuclear family form, and to increase their curiosity about their birth parents. Findings shed light on the evolution of adoptees’ questions, feelings, and experiences related to their unique family arrangement from early childhood through adolescence, suggesting a better integration of their adoptive and minority group statuses at progressively more advanced developmental stages. Analyses underline the importance of open family communication for facilitating the integration of such complex elements in adoptees’ emerging identity. Practice implications of the findings are discussed. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
3,Media framing of a tragedy: A content analysis of print media coverage of the Virginia Tech tragedy.,"On April 16, 2007, a gunman attacked the Virginia Tech (VT) campus killing 32 people, wounding 17 others, and tearing at the social fabric of the community. The deadliest school shooting in American history quickly attracted the media. As journalists from every major domestic and foreign media outlet reported on the events of April 16 and its aftermath, the world saw images of and read stories about fragile individuals, a shocked and grief-stricken student body, and a community united in its grief. Yet the media did more than simply tell the story of the tragedy: it gave opinions on its cause, pondered its consequences, offered advice for recovering from the event, and speculated on how to prevent such events in the future. But, was the story told the same way across the various outlets or did the media source influence the coverage? (PsycINFO Database Record (c) 2016 APA, all rights reserved)"
1,Effect of glyphosate on soil microbial activity and biomass,"Herbicides applied to soils potentially affect soil microbial activity. Quantity and frequency of glyphosate application have escalated with the advent of glyphosate-tolerant crops. The objective of this study was to determine the effect of increasing glyphosate application rate on soil microbial biomass and activity. The soil used was Weswood silt loam. The isopropylamine salt of glyphosate was added at rates of 47, 94, 140, and 234 µg ai g−1 soil based on an assumed 2-mm glyphosate–soil interaction depth. Glyphosate significantly stimulated soil microbial activity as measured by C and N mineralization but did not affect soil microbial biomass. Cumulative C mineralization, as well as mineralization rate, increased with increasing glyphosate rate. Strong linear relationships between mineralized C and N and the amount of C and N added as glyphosate (r \ 2 = 0.995, 0.996) and slopes approximating one indicated that glyphosate was the direct cause of the enhanced microbial activity. An increase in C mineralization rate occurred the first day following glyphosate addition and continued for 14 d. Glyphosate appeared to be directly and rapidly degraded by microbes, even at high application rates, without adversely affecting microbial activity."
2,Adjustment and coronavirus: How to prepare for COVID-19 pandemic-related adjustment disorder worldwide?,"As the 2019 novel coronavirus (COVID-19) is spreading worldwide in 2020, there is a growing concern about the impact of the pandemic on mental health. Multiple stressors associated with the pandemic, such as health-related stressors, job loss, and work-related stressors, could increase the prevalence of adjustment disorders worldwide. The present article acknowledges adjustment disorder as a highly relevant mental health outcome of the pandemic that should be addressed by mental health professionals. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
2,Protestant and Buddhist differences in noninfluence strategies of emotion regulation and their links to depressive symptoms.,"The present research proposes that Buddhist teachings involve a noninfluence emotion regulation strategy, an emotion regulation strategy that consists of individuals not influencing their emotions in any way, more so than do Protestant teachings. We examined religious teachings surrounding the strategy, practitioners’ use of the strategy, and its links with depression. Further, the nature of this noninfluence strategy was explored. Across 3 studies that used student, community, and online samples, results showed that in fact Buddhist practitioners were more likely than were Protestant practitioners to report that their religion teaches them to use noninfluence strategies of emotion regulation, and that they use noninfluence strategies of emotion regulation. Moreover, the use of noninfluence emotion regulation strategies was predictive of lower depressive symptoms across both religions (Studies 1 and 2). In addition, it was found that to practitioners, noninfluence strategies of emotion regulation are active, purposeful strategies and, especially to Buddhist practitioners, they involve acceptance of emotions (Study 2). Furthermore, religion was indirectly linked to the behavioral preference for a noninfluence strategy through the self-reported general use of a noninfluence emotion regulation strategy (Study 3). Implications for research on religion, self-regulation, and mental health are briefly discussed. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
1,Evolutionary dynamics of bacteria in the gut microbiome within and across hosts,"Gut microbiota are shaped by a combination of ecological and evolutionary forces. While the ecological dynamics have been extensively studied, much less is known about how species of gut bacteria evolve over time. Here, we introduce a model-based framework for quantifying evolutionary dynamics within and across hosts using a panel of metagenomic samples. We use this approach to study evolution in approximately 40 prevalent species in the human gut. Although the patterns of between-host diversity are consistent with quasi-sexual evolution and purifying selection on long timescales, we identify new genealogical signatures that challenge standard population genetic models of these processes. Within hosts, we find that genetic differences that accumulate over 6-month timescales are only rarely attributable to replacement by distantly related strains. Instead, the resident strains more commonly acquire a smaller number of putative evolutionary changes, in which nucleotide variants or gene gains or losses rapidly sweep to high frequency. By comparing these mutations with the typical between-host differences, we find evidence that some sweeps may be seeded by recombination, in addition to new mutations. However, comparisons of adult twins suggest that replacement eventually overwhelms evolution over multi-decade timescales, hinting at fundamental limits to the extent of local adaptation. Together, our results suggest that gut bacteria can evolve on human-relevant timescales, and they highlight the connections between these short-term evolutionary dynamics and longer-term evolution across hosts.;"
3,Suicide and changing values and beliefs in Ireland.,"This paper addresses some of the generalized theories explaining rising suicide rates in Ireland. The conclusion here is that linking suicide patterns to changing beliefs and values is problematic. Church attendance as well as adherence to traditional values remain high in this country compared to European levels, and variations in beliefs and values, especially rural/urban differences, do not fit with general explanations. Moreover, attitudes to value areas fluctuate in that justification for suicide - which showed an upward trend in the 1980s - was reversed in the 1990s, and this may have resulted from increased public focus and debate. Generalized explanations are unlikely to decipher complex phenomena such as suicidal behavior. Religious belief, if protective in relation to suicide, is unlikely to act alone. Social transformations have a differential impact depending on one's socio-economic positioning, which translates ideas of a general male vulnerability to suicide into focused areas of male distress. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"
2,Feeling bad is not always unhealthy: Culture moderates the link between negative affect and diurnal cortisol profiles.,"Prior research has demonstrated that the daily experience of negative affect is associated with increased levels of proinflammatory activity as evidenced by higher interleukin-6 among Americans but not among Japanese. This cultural difference may be driven by culturally divergent beliefs about negative affect as a source of threat to self-image versus as natural and integral to life. Here, we examined whether culture may moderate the relationship between negative affect and biological stress responses, with a focus on the hypothalamic-pituitary-adrenal (HPA) axis activity. By using culturally matched surveys of Americans (N = 761) and Japanese (N = 328), we found that negative affect was associated with a flattening of the diurnal cortisol slope among Americans after controlling for demographic variables, personality traits, sleep patterns, and health behaviors. In contrast, the association between negative affect and the HPA axis activity was negligible among Japanese. Moreover, we assessed biological health risk with biomarkers of both inflammation (interleukin-6 and C-reactive protein levels) and cardiovascular function (higher systolic blood pressure and total-to-HDL cholesterol ratio) and found that the relationship between negative affect and increased biological health risk, which was observed only among Americans, was mediated by the flattening of the diurnal cortisol rhythm. These findings suggest that cultural differences in how emotions are construed may make the experience of negative affect more or less stressful and differentially consequential for health. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
2,Is adolescence the missing developmental link in Microbiome-Gut-Brain axis communication?,"Gut microbial research has recently opened new frontiers in neuroscience and potentiated novel therapies for mental health problems (Mayer, et al., 2014). Much of our understanding of the gut microbiome's role in brain function and behavior, however, has been largely derived from research on nonhuman animals. Even less is known about how the development of the gut microbiome influences critical periods of neural and behavioral development, particularly adolescence. In this review, we first discuss why the gut microbiome has become increasingly relevant to developmental cognitive neuroscience and provide a synopsis of the known connections of the gut microbiome with social-affective brain function and behavior, specifically highlighting human developmental work when possible. We then focus on adolescence, a key period of neurobiological and social-affective development. Specifically, we review the links between the gut microbiome and six overarching domains of change during adolescence: (a) social processes, (b) motivation and behavior, (c) neural development, (d) cognition, (e) neuroendocrine function, and (f) physical health and wellness. Using a developmental science perspective, we summarize key changes across these six domains to underscore the promise for the gut microbiome to bidirectionally influence and transform adolescent development."
3,Does social belonging to primary groups protect young people from the effects of pro-suicide sites? A comparative study of four countries.,"Background: The Internet has facilitated the existence of extreme and pathological communities that share information about ways to complete suicide or to deliberately harm or hurt oneself. This material is user-generated and easily accessible. Aims: The present study analyzed the buffering effect of social belonging to a primary group in the situation of pro-suicide site exposure. Method: Cross-national data were collected from the US, UK, Germany, and Finland in spring 2013 and 2014 from respondents aged 15–30 years (N = 3,567). Data were analyzed by using linear regression separately for women and men for each country. Results: A higher level of belonging to a primary group buffered the negative association of pro-suicide site exposure with mental health, measured as happiness, although the results were not consistent in the subgroups. US male subjects showed a significant buffering effect of the sense of belonging to family while the belonging to friends had a buffering effect among four other subgroups: British female and male subjects and Finnish female and male subjects. Conclusion: The results underline the positive potential of primary groups to shield young people’s mental health in the situation of pro-suicide site exposure. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"
3,Self-directed care: Participants’ service utilization and outcomes.,"Objective: Self-directed care (SDC) is a mental health service delivery model in which participants budget the state dollars allotted for their care to purchase the goods and services they deem most appropriate for achieving their recovery goals. This study examines the demographic characteristics, service utilization patterns, and outcomes of individuals enrolled in the Florida Self-Directed Care (FloridaSDC) program, which is the oldest and most established SDC program in the United States for individuals diagnosed with a severe and persistent mental illness. Method: This is a naturalistic descriptive study in which demographic, service utilization, and outcome data (i.e., Functional Assessment Rating Scale (FARS) scores, days in the community, days worked, monthly income, discharge status) were collected from the clinical and fiscal records of 136 FloridaSDC participants. Results: Key findings suggest that FloridaSDC participants had very little income and largely utilized their budgets to subsidize their living expenses. Though most participants did not work or earn income and very few left the program due to employment, participants’ FARS scores improved modestly and nearly all participants remained in the community throughout the study period. Conclusions and Implications for Practice: Participants’ service purchases were rational given the poverty in which they live, and their outcomes did not suffer when they controlled decisions regarding their service needs. These findings highlight the utility and value of the personalized budgeting and individualized planning components of SDC. Findings also point to the need for practitioners to implement innovative strategies to enhance participants’ employment readiness and supported employment opportunities. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"
2,Does intelligence strengthen creative metacognition?,"Creative metacognition (CMC) is an understudied component of creative growth. It refers to people’s ability to monitor and evaluate their creative functioning. In this study we focus on an important element of CMC, creative metacognitive accuracy: people’s ability to recognize and properly assess the creativity of their ideas when solving divergent thinking tasks. More specifically, we explored how creative ability and intelligence interact to explain people’s self-ratings of their newly generated ideas’ creativity. A large sample of adults (n = 500) completed 3 divergent thinking tasks and immediately after provided general ratings of their responses’ creativity. External judges independently rated creativity of all generated responses. Expert-rated creativity was positively linked to participants’ creativity self-ratings, yet negatively related to participants’ intelligence. More important, creativity and intelligence interacted with each other: self-ratings of creativity corresponded with experts’ assessment among more intelligent people, whereas people with lower intelligence overestimated the creativity of their ideas, especially when these ideas were less creative. Thus, a clear effect of metacognitive accuracy was observed among participants with higher intelligence. We discuss the results in the light of potential mechanisms that analytical and creative skills may play for CMC. (PsycInfo Database Record (c) 2020 APA, all rights reserved)"
1,The microbiome in patients with atopic dermatitis,"As an interface with the environment, the skin is a complex ecosystem colonized by many microorganisms that coexist in an established balance. The cutaneous microbiome inhibits colonization with pathogens, such as Staphylococcus aureus, and is a crucial component for function of the epidermal barrier. Moreover, crosstalk between commensals and the immune system is now recognized because microorganisms can modulate both innate and adaptive immune responses. Host-commensal interactions also have an effect on the developing immune system in infants and, subsequently, the occurrence of diseases, such as asthma and atopic dermatitis (AD). Later in life, the cutaneous microbiome contributes to the development and course of skin disease. Accordingly, in patients with AD, a decrease in microbiome diversity correlates with disease severity and increased colonization with pathogenic bacteria, such as S aureus. Early clinical studies suggest that topical application of commensal organisms (eg, Staphylococcus hominis or Roseomonas mucosa) reduces AD severity, which supports an important role for commensals in decreasing S aureus colonization in patients with AD. Advancing knowledge of the cutaneous microbiome and its function in modulating the course of skin disorders, such as AD, might result in novel therapeutic strategies."
